url,title,text
https://www.pravda.com.ua/news/2013/07/9/6993867/,"Сноуден отримав ""колективний політичний притулок""","Венесуела, Нікарагуа і Болівія запропонували гарантії надання політичного притулку екс-співробітнику ЦРУ Едварду Сноудену. Про це повідомив президент Венесуели Ніколас Мадуро, якого цитує ""Дощ"". Як відомо, Сноуден втік до Гонконгу в травні цього року, після чого оприлюднив інформацію про секретні операції спецслужб США щодо стеження в Інтернеті. Він розповів, що спецслужби США підслуховували і читали листування європейських керівників, а також співробітників різних підрозділів ЄС. США висунули проти Сноудена звинувачення, які передбачають покарання до 10 років позбавлення волі. googletag.cmd.push(function() { googletag.display('div-gpt-ad-1607190323083-0'); }); ""Лист прийшов. Тепер він повинен вирішити, коли йому летіти в Каракас, якщо, звичайно, він у підсумку прийме таке рішення"", - заявив президент Венесуели. Мадуро додав, що випадок викривача ЦРУ Сноудена - унікальний випадок ""колективного політичного притулку"". ""Країн (що оголосили про гарантії надання притулку) вже декілька, це притулок в країнах, які говорять цій молодій людині: вас переслідує імперія, приїжджайте сюди"", - сказав у своєму виступі президент Венесуели. За інформацією порталу Wikileaks, в цілому Сноуден направив запити у 27 країн, багато з яких вже відповіли відмовою. Сноуден вже два тижні, ймовірно, знаходиться в транзитній зоні московського аеропорту ""Шереметьєво"". Росія відмовила у наданні йому політичного притулку, президент Володимир Путін пояснив, що він перебуває в транзитній зоні, а тому може полетіти в країну, яка погодиться його прийняти."
https://www.pravda.com.ua/news/2018/03/14/7174503/,"МОЗ скасовує ""морально застарілі"" талони, диспансеризацію і медкарти для школи","Міністерство охорони здоров'я з 13 березня скасовує форми первинної медичної документації - медичні карти для школярів і студентів, талони та диспансеризацію, які вважає ""морально застарілими"". Про це повідомляє офіційний сайт МОЗ. ""Відтепер медичні працівники не зобов’язані заповнювати, опрацьовувати та зберігати облікові форми, які вже давно втратили свою актуальність, але роками продовжували залишатися рудиментом радянської паперовоорієнтованої системи охорони здоров'я"", - йдеться у заяві. ""Наказом Міністерства скасовані останні талони та звітність по диспансерному нагляду. МОЗ починає перехід на цивілізовану модель викликів лікарів додому та використання класифікації ICPC-2 у щоденній практиці лікарів"", - підкреслюють у міністерстві. googletag.cmd.push(function() { googletag.display('div-gpt-ad-1607190323083-0'); }); ""Замість паперових талонів впроваджується оновлена форма 074/о ""Журнал реєстрації амбулаторних пацієнтів"". Ця форма буде стандартом обліку візитів пацієнтів в медичних інформаційних системах і буде формуватись автоматично із записів амбулаторної карти"", - зазначає МОЗ. ""Диспансеризація"" - регулярний огляд здорових людей - не існує і не визнається в цивілізованих країнах світу як ефективна модель охорони здоров’я. Крім того, майже всюди ""диспансеризація"" в Україні проводиться на папері. По суті, лікарі заповнювали стоси форм, які взагалі не мали ніякого сенсу. Україна переходить на модель регулярних скринінгових оглядів по групах ризику з середини року"", - пояснила в.о. міністра охорони здоров'я у Facebook. ""Скасовується медична карта дитини для вступу в школу та дитячий садок. Діти мають пройти тільки звичайні медичні огляди у свого лікаря, та отримати стандартну довідку"", - повідомила Супрун. Також скасовується форма № 025-3/о ""Медична карта студента"". У всіх студентів буде звичайна амбулаторна картка."
https://www.pravda.com.ua/news/2018/09/17/7192378/,"Кремль сподівається відновити відносини з Україною з приходом ""відповідальних політиків""","У російському Міністерстві закордонних справ заявили, що відновлювати російсько-українські відносини будуть вже з іншими, ""більш відповідальними"" політиками в Україні. Про це повідомили в МЗС РФ, коментуючи припинення Договору про дружбу. ""Нинішня криза між нашими країнами неминуче буде подолана. Однак відновлювати відносини, очевидно, доведеться вже з іншими, більш відповідальними українськими політиками"", - написали в МЗС РФ. На думку російського відомства, в ""антиросійському угарі українське керівництво завдасть колосальної шкоди російсько-українським відносинам і національним інтересам самої України"". googletag.cmd.push(function() { googletag.display('div-gpt-ad-1607190323083-0'); }); 17 вересня президент Петро Порошенко підписав указ, який вводить у дію рішення РНБО про припинення договору про дружбу між Україною і Росією. До 30 вересня Росію буде поінформовано про це нотою МЗС, а Порошенко внесе у Верховну Раду відповідний законопроект. Як відомо, договір про дружбу між Україною та РФ було підписано 31 травня 1997 року терміном на 10 років (з подальшою автоматичною пролонгацією документа, якщо сторони не висловляться проти). Він набув чинності 1 квітня 1999 року. Дія договору автоматично продовжується на наступні десятирічні періоди, якщо жодна зі сторін не заявить про своє бажання припинити його дію не менше ніж за шість місяців до закінчення чергового десятирічного періоду. Згідно з договором, між Україною і Російською Федерацією закріплювався принцип стратегічного партнерства, визнання непорушності наявних кордонів, поваги до територіальної цілісності та взаємного зобов'язання не використовувати свою територію на шкоду безпеці іншої сторони."
https://www.pravda.com.ua/news/2019/10/20/7229571/,Австралійський авіаперевізник здійснив 19-годинний переліт без зупинок,"Австралійський авіаперевізник Qantas здійснив найдовший переліт без зупинок від Нью-Йорка до Сіднея, що тривав 19 годин 16 хвилин. Джерело: ВВС-Україна Деталі: На борту Boeing 787-9 перебували 49 людей. Переліт є частиною програми із вивчення того, як довгі авіаперельоти без зупинок впливають на самопочуття пілотів, бортпрацівників та пасажирів. Наступного місяця компанія планує протестувати безпосадочний рейс із Лондона до Сіднея. googletag.cmd.push(function() { googletag.display('div-gpt-ad-1607190323083-0'); }); Якщо рішення компанії про початок комерційних рейсів за цими маршрутами буде позитивним, польоти почнуться у 2022 - 2023 рр. Минулого року Singapore Airlines відкрив майже 19-годиний рейс із Сінгапуру до Нью-Йорку. Наразі він лишається найдовшим регулярним комерційним авіарейсом у світі."
https://www.pravda.com.ua/news/2017/05/3/7142924/,У США почали розслідування щодо француза-бойовика ОРДО,"В армії США почали розслідування стосовно 29-річного француза Гійома Кувельє, який 2014 році воював на боці терористів ОРДО на Донбасі. Про це пише Deutche Welle із посиланням на речника американської армії полковника Пета Сейбера. Повідомляється, що приводом для внутрішнього розслідування стала стаття, опублікована виданням The Washington Post 1 травня. Журналісти з'ясували, що громадянин Франції та США Кувельє, який пройшов курс молодого бійця та почав служити в американській армії з 2017 року, сповідував ультранаціоналістичні погляди у Франції та боровся проти Збройних сил України на боці бойовиків так званих Окремих районів Донецької області в 2014 році. За словами Сейбера, розслідування встановить, чи були порушені процедури набору на службу під час прийняття до лав армії Кувельє. Сам Кувельє в коментарі The Washington Post підтвердив, що воював разом із росіянами. googletag.cmd.push(function() { googletag.display('div-gpt-ad-1607190323083-0'); }); ""Публікуючи історію про мене, ви завдаєте удару по моїй кар'єрі та робите велику послугу тим, хто намагається осоромити армію. Моїм колишнім російським товаришам це сподобалося б… Тому я прошу вас ще раз подумати над використанням мого імені та / або фото"", - цитує видання Кувельє. При цьому колишній бойовик стверджує, що змінився. ""Армія (США - ред.) - мій єдиний шанс рухатися вперед і порвати з минулим… Я зрозумів, що мені подобається ця країна, тутешній спосіб життя і конституція, варта того, щоб її захищати"", - написав він під час листування з журналістами газети. Повідомляється, що Кувельє брав участь у зніманні пропагандистських матеріалів про конфлікт на Донбасі. Його можна побачити, зокрема, в документальному фільмі ""Ввічливі люди"" пліч-о-пліч із Ігорем Гіркіним-Стрєлковим. У мережі інтернет також ширять фото Кувельє поруч із ""бойовими товаришами"" з георгіївською стрічкою на грудях. За словами речниці командування з рекрутингу армії США Келлі Бленд, охочі стати солдатами американської армії проходять низку процедур із перевірки – зокрема на кримінальне або екстремістське минуле. ""Членство в банді або іншій групі, яка пов'язана зі злочинною діяльністю або екстремістськими поглядами, несумісна з цінностями армії, і заявникам, які є членами (таких груп - ред.), відмовляють у прийнятті на службу на підставі їхньої сумнівної моральної репутації"", - каже вона."
https://www.pravda.com.ua/news/2020/02/19/7241018/,Бій 18 лютого: Повернення тіла бійця очікують найближчим часом – ОС,"Процедура повернення тіла гранатометника Максима Хітайлова, який загинув під час нападу бойовиків поблизу Хутора Вільного 18 лютого, триває. Джерело: пресофіцер Штабу Операції об’єднаних сил Сергій Кузьменко у коментарі ""Українській правді"" Пряма мова: ""Наразі ще триває процедура передачі тіла на українську територію. Якщо безпекова ситуація дозволить – не буде обстрілів чи інших провокацій – то попередньо планується, що передача тіла відбудеться найближчим часом"". Деталі: Кузьменко додав, що до підготовки повернення тіла залучена місія Спільного центру контролю і координації. googletag.cmd.push(function() { googletag.display('div-gpt-ad-1607190323083-0'); }); Передісторія: 22-річний гранатометник 72 окремої механізованої бригади імені Чорних Запорожців Максим Хітайлов загинув під час нападу бойовиків поблизу Хутора Вільного 18 лютого. Зранку 18 лютого бойовики атакували позиції підрозділів Об’єднаних сил України поблизу Новотошківського, Оріхового, Кримського, Хутора Вільного, що поблизу Золотого. Вони спробували просунутися через лінію розмежування. Підрозділи ОС дали відсіч і втримали контроль, але зазнали втрат: один загиблий, четверо поранених. Голова Генштабу Руслан Хомчак розповів, що бойовики відкрили вогонь по спостережних пунктах 72-ї і 93-ї окремих механізованих бригад Об’єднаних сил України з трьох напрямків, розбили відеокамеру на посту ""Баня"", а після кількох годин бою попросили про режим ""тиші"", щоб забрати загиблих. За його словами, ОС контролюють ситуацію."
https://www.pravda.com.ua/news/2013/08/12/6995917/,"""Свободівці"" підозрюють, що прокуратура загубила справу про округ Пилипишина","Розслідування фальсифікацій у 223-му окрузі на виборах до Верховної Ради проводить київська міліція, а не прокуратура. Про це повідомила прес-служба Генпрокуратури у відповідь на оголошення ВО ""Свобода"" про запланований пікет ГПУ. За даними прес-служби, ""кримінальне провадження щодо фальсифікацій у 223-му окрузі на виборах 2012 року не надходило до органів прокуратури і в даний час розслідування в рамках зазначеного провадження проводить слідче управління ГУ МВС у м. Києві"". На думку ""свободівців"", ""очевидним є намагання так званих ""правоохоронних органів"" перекласти відповідальність за розслідування фальсифікації на 223-му окрузі"". googletag.cmd.push(function() { googletag.display('div-gpt-ad-1607190323083-0'); }); ""Виявляється, що справу взагалі ""загубили"" – попри те, що ми багато місяців давали пояснення та передавали докази саме слідчим прокуратури, сьогодні ГПУ заявляє про те, що МВС розслідує цю справу і пікетувати ми маємо вже їх"", - заявив депутат Юрій Левченко, повідомляє прес-служба ""Свободи"". Таким чином, на його думку, ""штучно затягують розслідування справи, аби зрештою Пилипишин уник відповідальности, так само, як це нещодавно зробив Петро Мельник"". ""Ці обставини ще раз вказують на те, що Пилипишин укотре домовився із владою про уникнення кримінальної відповідальности, що дозволить йому знову балотуватися на 223-му окрузі та фальсифікувати результати волевиявлення українців і отримати омріяну недоторканність. Проте ми і далі будемо привертати увагу суспільства до діяльности цього злочинця і не дозволимо йому заховатися в парламенті, як ми це вже зробили восени 2012 року"", - заявив Левченко. Як відомо, ум 223-му окрузі переміг ""свободівець"" Юрій Левченко, втім, виборча комісія зарахувала перемогу представнику влади Віктору Пилипишину. Українська правда"
https://www.pravda.com.ua/news/2011/11/25/6784327/,Рибачук: Новий закон про вибори - це аборт нової політики,"Засновник ініціативи ""Новий громадянин"" Олег Рибачук вважає, що ухвалений парламентом закон про вибори призведе до зберігання нинішньої розстановки сил у Верховній Раді. ""І опозиція, і влада практично домовилися про те, що змін ні ті, ні інші не хочуть"", - сказав він у ефірі програми ""Вечір з Миколою Княжицьким"" на ТВі. ""Закон про нові вибори - це аборт можливостей народитися новій якості політики"" – заявив Рибачук, повідомляє прес-служба ТВі. Однак він переконаний, що навіть за цих умов виборцям потрібно йти на вибори. googletag.cmd.push(function() { googletag.display('div-gpt-ad-1607190323083-0'); }); ""Треба йти на вибори, треба брати на себе відповідальність і не просто придивлятися, а викреслювати із списків тих людей, які себе дискредитували і кажуть відверту неправду"", - сказав Рибачук. ""Суспільство має створити такі умови, за яких політики мають усвідомити, що один раз збрехавши, вони другого шансу не матимуть"", - додав він."
https://www.pravda.com.ua/news/2013/09/25/6998663/,ЗМІ: Янукович має намір підписати угоди з Exxon Mobil і Shell,"Президент Віктор Янукович збирається підписати угоду з корпораціями Exxon Mobil і Royal Dutch Shell Plc про видобуток газу в країні. Про це у середу пише агентство Bloomberg з посиланням на слова Януковича. Президент сказав, що Україна шукає альтернативні джерела палива, щоб обійти ""несправедливу ціну"", що стягується ""Газпромом"". Він уточнив, що зустрінеться з керівниками корпорації Exxon Mobil і Royal Dutch Shell Plc в ході свого візиту до США. googletag.cmd.push(function() { googletag.display('div-gpt-ad-1607190323083-0'); }); Видання зазначає, що Янукович розповів про плани ""підписати угоди, які дозволять компаніям почати видобуток природного газу в Україні"". Exxon прагне досліджувати берега Чорного моря в Україні, в той час як Shell в січні підписали угоду про розподіл видобутого сланцевого газу. ""Україна хоче підняти видобуток газу до 30 мільярдів кубометрів на рік до 2017 року з 21 мільярдів кубічних метрів в даний час, чого було б достатньо, щоб покрити її внутрішнє споживання палива"", - сказав Янукович. Українська правда"
https://www.pravda.com.ua/news/2016/01/10/7094936/,В анексованому Криму продають квитки на гастролі П'єра Рішара,"В анексованому Росією Криму продають квитки на виступ французького актора та режисера П'єра Рішара. Як повідомляє Крим. Реалії, численні афіші обіцяють, що Рішар зіграє комедію ""П'єр Річард III"" 10 лютого в Сімферополі, у місцевому академічному музтеатрі, а 11 лютого – у Севастополі, у Будинку офіцерів Чорноморського флоту Росії. На офіційному сайті французького актора згадок про заплановані виступи у містах анексованого Криму немає. За словами організаторів гастролей, у Сімферополь Рішар прилетить з Москви, де 4-7 лютого почнеться його гастрольний тур. googletag.cmd.push(function() { googletag.display('div-gpt-ad-1607190323083-0'); }); Вартість квитків на виставу коливається від 1500 до 4000 рублів (500 – 1650 гривень). Місця в бельетажі продаються за ціною від 1000 до 2000 рублів. Як відомо, МЗС України неодноразово закликало іноземних громадян поважати суверенітет і територіальну цілісність України, дотримуватися встановленого порядку в'їзду на тимчасово окуповану територію України та виїзду з неї."
https://www.pravda.com.ua/news/2020/03/18/7244183/,У Києві з’явився новий пацієнт з підозрою на коронавірус,"У столиці України перевіряють тести пацієнта, у якого підозрюють Covid-19. Це може бути вже третій випадок у місті. Джерело: заява мера Києва Віталія Кличка в ефірі ""Українського радіо"", яку передає ""Укрінформ"" Пряма мова: ""Є підозри, одна людина зробила тести у приватній клініці, і зараз ці тести ще раз додатково відправлені в лабораторію. Тільки після 24 годин ми зможемо чітко сказати, чи людина інфікована, чи ні"". Деталі: Міський голова пояснив, що зараз багато приватних клінік роблять тести, але київська влада спирається виключно на висновки фахівців і лабораторії, які сертифіковані. Саме така лабораторія і перевіряє аналізи хворого. googletag.cmd.push(function() { googletag.display('div-gpt-ad-1607190323083-0'); }); Нагадаємо: 16 березня у Києві виявили перші 2 випадки захворювання на коронавірус. Один з хворих - молодий київський студент, який контактував з хворою жінкою, що померла від коронавірусу на Житомирщині. Другий випадок - це жінка, яка нещодавно відвідувала один з курортів Франції."
https://www.pravda.com.ua/news/2016/09/27/7121905/,Біля посольства РФ розвісили стрічки з іменами зниклих у Криму людей,"Близько 15 демонстрантів у Києві під посольством Росії вимагають розслідування викрадених та вбитих людей у анексованому Росією Криму. Про це у вівторок повідомляє ""Громадське"". За словами мітингувальників, в анексованому Криму зник ще один кримський татарин — Ерфана Османова. Він живе в окупованому селищі Фонтани Сімферопольського району. googletag.cmd.push(function() { googletag.display('div-gpt-ad-1607190323083-0'); }); hromadske.ua/ ""Ми вимагаємо ефективного розслідування Росією всіх зниклих. Просимо відповісти на запит по Ервіну Ібрагімову"", — сказала заступниця координатора ""КримSOS"" Євгенія Андреюк. HROMADSKE.UA/ Також на акції були присутні учасники кримськотатарського національного руху. ""Ми не бачимо ефективного розслідування по жодному зникненню та вбивству, про які нам відомо в Криму"" – сказав кримськотатарський дисидент Сінавер Кадиров. За інформацією ""КримSOS"", наразі відомо про 15 викрадень людей на окупованому півострові. Ще 9 людей, які вважалися зниклими безвісти, пізніше знайшли мертвими. Як відомо, член конгресу кримських татар Ервін Ібрагімов зник у травні 2016 року в Бахчисараї."
https://www.pravda.com.ua/news/2019/07/13/7220852/,"Нардеп, проти якого хотіли відкрити справу в Італії, повернувся в Україну","Народний депутат Богдан Матківський, щодо якого суд італійського міста Павія у справі Віталія Марківа просив прокуратуру відкрити кримінальну справу, повернувся в Україну. Про це повідомив посол України в Італії Євген Перелигін у Facebook в суботу. ""Пан Богдан вчора з метою підтримки Віталія був присутній на суді, жодним чином не продемонстрував хвилювання чи будь яке занепокоєння через таке безглузде рішення і сьогодні вже повернувся в рідну Україну"", - повідомив посол. ""Нам довелося перебрати багато варіантів, де ""переходити кордон"", але врешті-решт у супроводі консулів на світанку наш захисник, а нині народний депутат, пройшов всі формальності в аеропорту Бергамо і вилетів до Києва"", - зазначив він. googletag.cmd.push(function() { googletag.display('div-gpt-ad-1607190323083-0'); }); Перелигін пояснив, що суд міста Павія, який у п'ятницю засудив Марківа до 24 років ув'язнення нібито за причетність до вбивства італійського фотографа Андреа Роккеллі, направив до римської прокуратури подання щодо відкриття справи проти безпосереднього керівника Марківа під час подій біля гори Карачун у 2014 р. Матківського за співучасть у вбивстві. Нагадаємо: Суд італійського міста Павія засудив нацгвардійця Віталія Марківа до 24 років ув'язнення за звинуваченням у причетності до вбивства італійського фотографа Андреа Роккеллі на Донбасі у 2014 році. Суд вирішив також направити запит на відкриття кримінального провадження щодо колишнього товариша по службі Марківа - народного депутата України Богдана Матківського. Президент Володимир Зеленський доручив МЗС та Генпрокуратурі терміново зайнятися питанням повернення на батьківщину Віталія Марківа."
https://www.pravda.com.ua/news/2014/09/15/7037866/,YouTube заблокував сторінку російського телеканалу LifeNews,"Відеосервіс YouTube заблокував сторінку російського телеканалу LifeNews через скарги на порушення авторських прав. ""Аккаунт користувача lifenewsru був видалений внаслідок подання третіми сторонами численних скарг у зв’язку з тим, що розміщені користувачем матеріали порушували авторські права"", – йдеться у повідомленні на сторінці російського каналу. Зараз на сторінці немає жодного відео. Як відомо, затримані Службою безпеки України двоє співробітників російського телеканалу LifeNews знімали, як терористи вбивають українських військових, щоб потім викласти це відео в інтернет для платного перегляду. googletag.cmd.push(function() { googletag.display('div-gpt-ad-1607190323083-0'); }); Окрім того, в Інтернеті оприлюднене відео, у якому оператор російського телеканалу LifeNews підказує проросійським бойовикам, як краще стріляти по бійцях Нацгвардії України. Радіо Свобода, Українська правда"
https://www.pravda.com.ua/news/2010/11/11/5560801/,Янукович вже літає на вертольоті,"Президент Віктор Янукович прибув до Калуша Івано-Франківської області на вертольоті.Решта урядової делегації, яка супроводжує Януковича у робочій поїздці, прилетіла літаком, повідомляє Уніан. Під час перельоту Янукович з повітря оглянув територію екологічної катастрофи в районі Домбровського кар'єру, що поблизу Калуша. Також президента ознайомили із планом робіт з подоланням наслідків екологічної проблеми у Калуському районі, що також є під увагою та контролем Організації Об'єднаних Націй. googletag.cmd.push(function() { googletag.display('div-gpt-ad-1607190323083-0'); }); Згідно з програмою робочої поїздки, Янукович візьме участь у заході з виведення на проектну потужність нових виробництв хлору і каустичної соди ТОВ ""Карпатнафтохім"".Також у Калуші Янукович головуватиме на розширеній нараді з адміністративно-господарчим активом Івано-Франківської області з питань розвитку регіону.Як повідомлялося раніше, нарада пройде на гірськолижному курорті ""Буковель"".Разом із Януковича на Івано-Франківщину прибули глава адміністрації президента Сергій Льовочкін, перший віце-прем'єр Андрій Клюєв, міністр охорони навколишнього природного середовища Микола Злочевський, міністр промислової політики Дмитро Колєсніков, міністр транспорту та зв'язку Костянтин Єфименко, міністр фінансів Федір Ярошенко, а також т.в.о. міністра з надзвичайних ситуацій Михайло Болотських."
https://www.pravda.com.ua/news/2016/11/9/7126253/,"Саакашвілі прийшов під Кабмін, готовий доповісти","Міхеіл Саакашвілі прибув до Києва й готовий відзвітувати перед керівниками держави про свою роботу на посаді голови Одеської обласної держадміністрації. ""Зараз я слухаю прямий репортаж із засідання уряду. Я сюди прийшов – ось Кабмін тут"", – сказав він журналістам під будівлею уряду. ""І я готовий – я ж не буду під дверима, як безпритульник стояти, – я приїхав, я перебуваю за хвилину ходьби від зали засідань. Ми повідомили їм. Будуть розглядати моє питання – я готовий туди прийти й зробити доповідь"", – заявив Саакашвілі. googletag.cmd.push(function() { googletag.display('div-gpt-ad-1607190323083-0'); }); За його словами, ""склалася анекдотична ситуація"": ""В Адміністрації президента кажуть: ""Ми тут ні до чого – Кабмін нехай узгодить"". Кабмін каже: ""А до чого тут ми – це прерогатива Адміністрації президента, він (Петро Порошенко – ред.) його призначав"". Навіть зняти по-людськи не можуть! Усе в нас через одне місце відбувається"". ""А насправді ситуація така, що якийсь нікчемний Розенко, віце-прем'єр, каже: ""А в них там усе провалено"". Якийсь другий віце-президент каже: ""А вони там це не виконали"". А Одеська область вийшла за інвестиційною ефективністю на перше місце в Україні. Одеська область разом зі Львівською вийшли в лідери за будівництвом доріг. В Одеській області багато інших речей робиться"", – додав Саакашвілі. ""Головне, в Одеській області – на відміну від Кабміну, – не беруть хабарів, у нас в адміністрації!"" – заявив він. Саакашвілі пожалівся: ""Вони мені останні 6 місяців не призначали трьох із чотирьох заступників. Мене зв'язали по руках і ногах – і потім буде якийсь там Розенко або хтось ще знущатися ще. Я не збираюся…"". ""Якщо вони хочуть серйозно говорити про те, що відбувається, – я готовий доповідати про цифри, про факти, про те, що ми намагалися зробити, про те, що ми змогли зробити, і що нам не дали зробити. Якщо вони серйозно готові розмовляти – будь ласка. Щойно почнуть обговорення мого питання – я моментально опинюся там"", – сказав губернатор. ""Це зараз залежить від них: (чи) готові вони вислухувати, готові вони правду знати? Я думаю, вони й так знають – чи готові вони хоча б публічно вислухати?"", – заявив Саакашвілі. Саакашвілі під Кабміном Скріншот із трансляції Він не знає, чому така плутанина з його відставкою. ""Насправді я пішов у відставку після того, як вичерпав усі можливості. Після того, як мені саботували моїх заступників. Після того, як закрили Центр обслуговування громадян. Після того, як саботують Відкритий митний прості"", – сказав губернатор. Тезу про те, що перешкоди були ""вихованням"" Саакашвілі, він продовжив словами: ""То нехай самі зараз себе виховують"". ""А якщо вони не готові вислухувати мою доповідь – я свою доповідь представлю українському суспільству. Я думаю, це значно цікавіша аудиторія, ніж, вибачте, ці пики, які там сидять"", – заявив голова області. Саакашвілі додав, що не знає, хто може зайняти його місце в Одесі. ""Це не важливо"", – сказав він. Олена Рощенко, УП"
https://www.pravda.com.ua/news/2006/01/19/3053470/,"Литвин вважає, що Кінах порушив домовленості","Голова Верховної Ради Володимир Литвин заявляє, що в середу Рада нацбезпеки і оборони не ухвалювала остаточного рішення тому заяви секретаря РНБО Анатолія Кінаха не зовсім відповідають дійсності. За словами прес-секретаря Литвина Ігоря Сторожука, Литвин повідомив, що рішення РНБО не було вчора завізовано всіма членами РНБО, передає УНІАН.Сторожук також зазначив, що на засіданні РНБО було домовлено не давати жодних коментарів, однак не зважаючи на це такий коментар Кінаха все ж таки з’явився. 18 січня коментуючи хід засідання РНБО Кінах заявив, що Ющенко в четвер візьме участь у засіданні ВР лише за умови, що парламент прийме присягу суддів КС та скасує постанову про відставку уряду. googletag.cmd.push(function() { googletag.display('div-gpt-ad-1607190323083-0'); }); ""Те, що стосується пропозиції провести спільну зустріч у ВР 19 січня в форматі президент - Верховна Рада – уряд - РНБОУ, то ця пропозиція підтримується, але за однієї умови: це не має бути безплідна розмова, взаємні звинувачення, і результатом такої зустрічі обов’язково має бути вирішення, як мінімум, двох питань: прийняття присяги суддів Конституційного Суду і відновлення діяльності Конституційного Суду України, і скасування постанови Верховної Ради від 10 січня цього року по так званій ""відставці уряду"", яка суперечить в тому числі нашим загальнодержавним стратегічним інтересам"", - зокрема, сказав Кінах."
